Simulation	T01[F1]	T01[F2]	T01[F3]	T01[F4]	T02[F1]	T02[F2]	T02[F3]	T02[F4]	T03[F1]	T03[F2]	T03[F3]	T03[F4]	T04[F1]	T04[F2]	T04[F3]	T04[F4]	T05[F1]	T05[F2]	T05[F3]	T05[F4]	T06[F1]	T06[F2]	T06[F3]	T06[F4]	T07[F1]	T07[F2]	T07[F3]	T07[F4]	T08[F1]	T08[F2]	T08[F3]	T08[F4]	T09[F1]	T09[F2]	T09[F3]	T09[F4]	T10[F1]	T10[F2]	T10[F3]	T10[F4]	T11[F1]	T11[F2]	T11[F3]	T11[F4]	T12[F1]	T12[F2]	T12[F3]	T12[F4]	T13[F1]	T13[F2]	T13[F3]	T13[F4]	T14[F1]	T14[F2]	T14[F3]	T14[F4]	T15[F1]	T15[F2]	T15[F3]	T15[F4]	T16[F1]	T16[F2]	T16[F3]	T16[F4]	T17[F1]	T17[F2]	T17[F3]	T17[F4]	T18[F1]	T18[F2]	T18[F3]	T18[F4]	T19[F1]	T19[F2]	T19[F3]	T19[F4]	T20[F1]	T20[F2]	T20[F3]	T20[F4]	T21[F1]	T21[F2]	T21[F3]	T21[F4]	T22[F1]	T22[F2]	T22[F3]	T22[F4]	T23[F1]	T23[F2]	T23[F3]	T23[F4]	T24[F1]	T24[F2]	T24[F3]	T24[F4]	T25[F1]	T25[F2]	T25[F3]	T25[F4]	T26[F1]	T26[F2]	T26[F3]	T26[F4]	T27[F1]	T27[F2]	T27[F3]	T27[F4]	T28[F1]	T28[F2]	T28[F3]	T28[F4]	T29[F1]	T29[F2]	T29[F3]	T29[F4]	T30[F1]	T30[F2]	T30[F3]	T30[F4]	Groundwater	Avg Profit	Total Orchards
11	4.228842397	3.965643698	-0.516155288	0.682794501	-2.278427992	-0.845386136	10.68041971	5.904771096	-0.472912411	-0.063835856	1.113616658	-5.246194806	0.539108116	-4.917930471	-5.125329714	8.433538747	0.990940365	-4.157568715	1.263755258	-1.322285178	1.040332794	5.353630893	5.801368698	-1.588585437	1.591629125	0.808709508	-6.476501141	2.941258127	2.328254205	0.599556247	-9.604538759	0.105174264	3.141316112	-1.970188039	-3.642780463	-0.830489742	3.43385464	-0.040923631	-5.511263598	-0.145544613	2.111831532	-1.258810424	2.356112947	9.592532295	9.913712515	-2.146406613	2.266057481	3.705343862	3.234675476	3.027432484	5.751447558	-8.06827567	4.992271803	-12.16122622	1.353811152	2.118458559	-3.579322873	2.659372738	0.623921338	-0.223116393	-1.348365351	1.430497384	-3.656790982	4.594730202	-8.176803128	4.716106945	13.83327063	-1.190454773	2.254001555	7.971657924	3.737332529	-2.707113782	1.912232091	-2.789971722	-3.169956263	-7.787107989	1.706738376	10.68415356	-3.463064856	-3.531072129	-1.017131689	-6.325064148	-4.845361523	-5.669001823	3.127369507	-2.221435889	-3.482603179	-3.028511868	-9.053310683	-3.550437258	0.117879634	-1.318127063	-1.0516039	-7.45047651	2.357100807	7.434145906	-1.056608074	-4.768838325	1.90245048	1.314040801	-4.796927836	-18.22274024	1.407169446	0.998677171	0.084126565	6.500496967	6.520458015	6.085636177	5.134047229	-9.425597696	-2.804726506	5.317210935	11.50005388	5.019667082	-1.124831569	11.38584826	5.473586249	2.370788892	2.281234811	5.874554613	903.3357851	68023.98488	129.084066
12	0.444978476	-7.15158999	0.120393289	-15.79074621	1.32212922	1.729598045	-7.462928891	1.577541083	-7.083280683	-4.495865405	-0.257507246	6.301041245	2.625782192	-3.778676689	11.35029674	-4.495875835	0.771790147	-0.432583503	1.998079717	-7.740899324	2.975604236	-4.346908331	-5.295426846	-0.65557614	-5.899447203	1.994820535	-1.637734324	-2.709777951	5.165074468	7.419615984	13.43558669	6.349163055	-0.200213641	-7.743546367	-2.392944098	-5.34181118	8.105774522	3.149216473	4.286175668	3.050706387	1.853995323	-6.052076221	-8.543678522	0.46551507	1.587423533	-0.669776276	-4.687868655	2.851832211	1.354769468	-6.591397524	-0.22111075	9.835954309	3.349768221	1.4079009	5.950318575	-3.384734094	8.495351672	5.850063562	7.909966111	-9.235748053	-7.226734161	4.06372875	2.415441871	6.976675987	-3.533833623	6.021539569	4.897074997	-6.176816225	-0.176404696	1.801871508	-10.30192614	-3.226108253	7.86575973	10.66921234	6.25376761	4.227096736	-0.780529007	1.975744963	0.0293046	-5.096936226	-1.093005165	0.817563459	3.977867365	-0.371506326	-3.978737593	10.77982783	-5.117309093	2.847354114	-4.335572124	6.048364043	-1.5303123	-5.703710318	3.035505116	11.16020083	1.37219429	-7.309764028	-2.080604434	-3.789307177	4.911480546	3.896811903	-3.321152627	-1.789688468	-0.785693601	-4.249528348	1.066442579	-8.211600184	5.969361067	5.442560315	-7.746437192	-0.380318984	7.777559161	11.22861981	0.236249771	-0.279615447	-2.243178934	1.576859951	-5.715612769	-3.413949609	-0.796850547	6.185686588	1006.549179	60184.21975	140.2693112
13	2.074597349	7.580869183	-3.174266138	6.721398954	2.25012736	0.168802258	2.415848249	7.531982066	2.740540831	-0.348092514	4.497146968	0.421569588	0.878746554	-11.39379497	4.881223797	6.421884299	-4.02825183	-12.86923199	-3.262808282	9.373567745	4.146081441	-3.055000137	5.34765936	3.652316314	7.141010004	-5.162302654	-1.54758498	2.065646464	-2.838877893	1.558157516	-4.94905026	-0.783688316	7.159057667	2.093587535	-2.713207871	2.137405747	1.638331264	-5.908121448	5.906353155	4.636984624	0.0520022	2.95334942	-4.461687345	-0.835785688	1.060974469	-8.836969435	-10.14721042	3.81669377	-0.330623799	2.098130999	-2.139815667	9.437516541	-1.938209614	2.542031197	1.617042872	-1.133267966	8.102429496	4.635439031	7.960055163	0.111269919	1.007838364	-0.828251531	7.646859205	2.308633682	2.28161584	-1.302234955	5.754162525	-6.318305264	-6.951542268	6.116755148	8.724624168	3.387619868	-4.952254649	3.821683528	-7.064080685	-2.225857441	-3.629504299	2.021801043	14.78704224	-4.925191171	-1.895894136	2.498705459	-0.482869982	-0.90790239	8.270560874	-3.056366369	-3.267521456	5.831620781	0.540152521	4.455283536	6.100140141	1.431002925	0.637396447	0.712901144	1.056825723	-2.197722945	-2.309369089	-2.284525144	-2.379226798	2.241977652	-3.394378306	-1.325384756	6.241499908	8.613165751	3.899797992	-2.787541423	-14.52781252	-0.69655523	-6.960790103	1.933209783	5.397242037	0.44669953	-3.130655041	-2.391218702	1.464316393	-3.166179	-2.734578781	-1.122841528	0.336396311	-3.803935185	887.7453348	69067.51095	155.7377599
14	-1.575307697	3.405245245	-0.686229169	0.830611363	-3.87258321	3.164026141	-7.821673751	-3.221368194	-6.243828535	-8.918325901	-7.481827736	-1.937494725	6.467618346	-4.669011533	-6.053657532	1.293151379	6.310463548	2.129062414	4.458234012	-7.298065424	-1.754722446	7.660711408	-0.740575492	-1.363912076	7.082568407	0.338378288	-5.525389314	0.790299699	3.690143824	-5.222120285	-2.652650476	9.555650353	-0.157257188	4.609936178	-6.403032541	-5.614769459	-2.704721987	3.679237962	1.080556065	9.38318193	0.206927247	-0.732650906	1.544495225	-2.62693733	5.292558074	-8.614454269	-3.748100102	-3.313179612	0.673875138	3.471898735	-0.196254216	-9.896147847	-10.41116476	-6.009392142	-4.228620827	1.307266057	-6.983042955	-12.56164193	0.324463136	2.860433161	7.597293854	-2.476261854	-5.829510689	0.007552177	-7.450689077	-4.940550327	0.095248623	5.176918507	-3.005553484	0.440495908	3.44964534	-3.258331418	4.61615473	4.888707399	0.326188132	2.603370547	-6.609296799	-1.723341346	2.956917286	-1.561068296	-0.444938391	3.24257046	-0.622016191	1.854994595	6.623464823	-6.119517684	-7.254675031	-3.726886213	-2.107606232	-7.938275337	-3.041939437	-12.56183624	-8.512448072	-3.518193364	-4.762696922	-3.570772707	0.265662223	-4.080309272	-4.073455632	-0.391458049	1.841497421	-0.336033925	-4.742154777	2.638664246	7.903754115	2.028831989	-2.795858383	0.188462418	-1.997875571	-3.988850415	-10.32498002	-0.310753211	-7.935715914	-1.469289064	7.503640652	-0.953069627	1.866815686	-6.363763213	4.271989763	1.40987426	993.8833754	63081.57253	79.37009298
15	1.185253186	-0.96393956	-5.861427179	-2.983093079	-9.558212578	0.108684634	6.892576779	1.965539222	3.519733732	0.740531928	4.000344133	3.507006214	-5.29099479	-0.345860336	4.41981972	-2.489654839	3.190626859	-1.224493631	-2.258879123	5.980718555	0.372737181	-0.000641716	-2.342568706	-2.528575111	-2.673056525	-0.120073821	-8.908963875	-1.38516936	7.972051475	-1.374291079	-4.342634872	1.719566388	-0.210834644	-5.672256398	2.330531616	6.589450543	-0.476431741	-3.317971367	3.160251886	-1.067713105	2.912176049	1.585215085	5.985931478	5.230138663	5.746581586	-7.467961429	-7.618583695	-5.250856578	5.962567076	-0.551100331	9.871984634	-6.684510755	1.16304944	-2.881132913	-0.003431086	-4.704956695	-9.393465725	-3.578480366	0.586440122	7.170674355	8.139424013	5.198636376	1.250718493	4.374812522	2.164453474	9.38584501	5.337319228	-2.911081521	2.877043007	-3.9078524	-1.716473023	-2.041836547	-0.816673347	-1.251256667	2.998294891	-6.317837617	3.673702901	-4.872805633	2.201784922	0.48817784	9.105574152	1.37195447	4.935469182	2.979915736	-1.949441122	15.59842774	2.543794565	6.489599133	0.538316795	2.519711107	-3.411332521	0.736385784	2.676879571	2.629037498	3.178287896	2.435125068	7.477186757	3.438600289	-1.307017722	2.333246024	-0.405662501	-2.774197309	-9.198089366	-1.25139022	0.922355502	3.927061408	8.963915183	-0.574932923	3.42652372	3.616743547	7.282589072	6.027185506	4.762038037	0.158226668	-3.607153655	0.56751108	2.428712262	-1.951281016	-6.026739252	-2.634008233	921.822848	66740.02683	156.3101179
16	-2.56028682	5.412355065	8.19047451	2.045191079	0.625828207	-2.005327493	1.828618646	1.28565684	-5.256632566	-7.256394625	0.799747705	-1.198140681	2.597819269	3.827696741	2.495185286	-1.735569537	2.131270468	-7.943695784	3.759909272	7.417895198	-2.573399544	-3.618868291	4.752518237	0.532514155	3.042068779	6.896224022	-1.342576444	-8.384934068	1.423984468	-5.418608189	-0.713324696	-5.747556686	-3.459167778	-7.795647383	3.975254893	-5.763397217	3.648530543	4.937272668	3.152952492	-7.115842104	0.142756645	-2.990050316	-8.412029743	-4.600189626	2.445397526	6.324139833	0.109557547	5.932661295	5.326431394	-4.087684155	-2.499690354	8.479399681	0.414059013	-0.038298413	-0.014307837	5.842975974	1.855775118	10.54394841	-1.271275282	-7.167674899	-2.968947589	-9.022607207	1.769480854	-3.035468161	-8.801417351	0.538280196	0.456052646	2.964962423	5.481187105	8.740243316	7.747865915	0.899000689	-3.536824286	5.558983088	5.249630213	3.652418852	1.14798598	-2.482643127	4.412968457	-1.118897572	1.198378429	-9.310613275	-12.1856904	8.367940187	-8.682969809	2.392252237	-3.747962713	-1.373897195	-7.372885942	7.680848837	-6.739366651	-3.730399013	-0.705126226	0.227760319	1.612408161	1.843632162	-6.005379558	4.96124953	2.774691582	5.262795091	1.606467068	-1.937387288	5.274535418	4.999874234	12.88351893	-3.146431148	2.720077336	-2.404434979	4.884560406	-3.238991797	-0.337074026	4.096690118	-1.72829479	-6.297279596	5.905103087	-10.07542491	7.717843056	-3.949706852	0.518147647	2.785694897	904.5900352	67977.48941	146.130549
17	1.165718365	-2.027232079	-1.443683333	-2.258638754	1.554703433	3.580078051	-1.936503038	3.952297698	-5.029972635	-3.543204295	4.531444325	-1.147926593	-1.338726962	-2.384104672	-3.537207078	-1.088311662	8.270617547	2.154528667	0.967008494	0.770751129	1.724213035	3.683193863	2.525675583	7.112009648	-0.911132499	1.942986612	-1.462776491	-0.015575805	-4.43991897	1.235313454	6.984343997	-1.712259903	-6.056813462	-2.323415092	-0.025659932	-1.095075301	3.684686509	-9.261167537	-2.232902253	6.303580904	-6.578700851	-5.310040077	-0.318506476	2.502645082	-2.582872915	-1.921056292	4.409303591	5.302341711	2.579062069	0.396900355	-0.519673048	4.568404915	-1.705825402	0.393787581	-2.599052998	-0.495315826	-0.551573769	-0.715704941	-1.246757952	0.325739161	-5.672037982	-4.323746426	-0.186640081	-0.887667315	6.779954729	-5.037779041	4.10399782	-14.01754101	0.108423185	1.611709734	3.147337939	-1.144893576	0.87197415	-6.557533694	-2.241740498	-9.855795884	1.430099703	-0.109818728	-2.399990673	1.541283579	-1.740139415	-2.596939057	2.414496859	-5.819692678	2.739425228	2.990516053	5.326631368	-0.954960173	4.279791805	-11.53969872	5.844247772	8.082630247	1.920325732	6.644266536	-0.152240248	1.048509022	10.35528309	-2.6864674	-2.419830073	-0.341838601	-8.372145323	8.762244701	-1.604569328	-5.751159566	6.629706751	6.460247551	-1.905365116	6.670561979	-7.805745878	-4.951564029	2.765021694	-5.308528206	-1.877133984	5.262894327	-1.29001481	2.526545261	-4.59483183	0.429040629	5.402629634	2.664053425	953.2808946	65157.90804	125.5883804
18	-4.823323488	5.891337991	5.418868661	-2.65781939	3.768635094	7.820774317	-1.301620603	4.342585206	-1.47081688	-6.16961658	0.493027046	-9.058731794	-1.163794547	3.278417289	5.401189327	-4.743871391	-0.896848813	4.367429018	-3.884925544	2.030524015	-0.570909791	0.420461521	-1.181484163	5.857761502	-2.624906003	-3.787958026	-3.595637679	-11.84407234	-1.876984537	4.072426856	-0.225297716	-3.793976009	-6.375655532	7.344048023	1.254536062	6.189443469	-0.254022926	6.096961498	-0.780907497	2.375733852	2.65112102	0.820046514	0.486733317	-1.274999827	0.91939047	4.991673231	5.3391397	-10.20258427	3.339308202	2.202843577	-1.359457076	-5.308528543	-8.389557004	3.933756053	-2.469355315	-1.05886355	-0.719883591	-3.59905988	-3.59233737	3.693319857	4.569469988	1.828184724	-1.865504086	-2.020277828	0.194466449	3.056917191	10.94227791	4.080811441	4.266476035	5.870655775	-9.60398674	-0.049373433	-5.684133768	-4.466008246	1.024432108	0.57955265	3.407606483	4.458841383	-9.99943018	-1.67917341	-6.448315978	2.554311156	-10.79005241	-8.640327454	-0.60546834	-5.325354338	1.598721594	3.37929368	2.034972459	2.660463154	0.450596362	2.284896076	-2.034887075	-9.356254935	-1.913902462	4.461624324	0.721859187	-3.455524743	1.922069043	-11.86781645	-2.608849108	-1.435519606	1.031109169	0.653833225	1.416738927	-3.89683485	6.332501173	-9.078962207	4.143671691	-8.853407502	4.024292231	3.982613683	1.425252855	-3.750154972	-3.891059458	-5.421177149	-5.056375265	-0.700225085	-3.248630762	5.361471176	938.3761771	66830.24939	86.62580307
19	1.121592681	-6.313120712	11.9026224	-0.837079718	-0.307508941	4.289844355	-7.497230085	-0.454177629	2.682789032	0.955778315	-7.690553548	3.080983426	3.104419691	-6.799578448	-0.057892709	-8.859845301	5.707775212	-1.852828782	2.163709476	-0.75779395	6.594475535	-10.59094891	2.889629131	4.415176662	1.887294985	-4.349203517	-14.42079608	-3.136542341	5.01718299	-4.12065769	-1.851002928	0.931109201	1.224311059	-0.454499961	-3.83512903	-5.672489965	5.145714267	-4.120677267	0.147097001	-5.453535222	8.768169749	3.009217903	-6.90395442	2.91280087	-2.512728853	0.146740863	0.66680559	-2.497629916	1.059241276	-4.417265849	3.453888295	1.197973228	-1.70702841	4.462203589	-0.863027057	-5.067023433	-5.187594633	-0.799105984	0.058503765	1.701171086	-3.347719907	-5.701352666	3.402602398	0.419130258	5.026465744	-0.01970776	-1.428071057	9.573302821	-1.537380223	4.200678731	6.396997977	2.276894359	11.27328292	3.997822479	-5.55384939	5.359968578	-3.85842762	-0.045069081	-10.15789258	5.398703729	-2.792776537	7.745361136	-6.308068692	4.473142537	-0.390577111	1.414416173	2.152731592	-8.119226895	1.519002108	5.76390936	-4.097371357	-0.400139802	-0.289109737	3.064878861	-10.39131371	7.068756353	-4.701279192	2.528010119	-4.47676566	-2.117708124	2.90194289	-5.735330741	9.244282077	-3.613641625	5.567752879	-1.842348973	0.784309074	4.339111055	0.56677258	-0.221619618	-12.28951423	-10.46854526	-7.544377618	-3.235470637	-2.088689175	10.52404195	-1.613114974	-0.892930667	-1.373357209	-11.05262497	984.1241386	62772.04602	115.1474892
20	-4.62200582	-5.596159101	7.317104936	-2.260722816	-9.685050249	6.776621342	-11.59915924	-4.553710222	-2.870638072	-1.285117567	-3.092446923	-5.758770108	-0.277050771	2.223971784	-6.565302014	1.34896338	-2.118986398	-0.26954826	-1.448127776	-4.934254885	-4.020133615	13.05767655	-0.537347831	1.518341303	-5.049802065	-4.938333035	1.988966018	3.476148546	5.489187241	7.571660876	4.983004034	-7.287853956	-0.267731771	8.121066689	2.392001003	-1.753201634	0.22812888	2.606443167	-6.084749699	-6.561197042	-11.6590941	2.721017301	1.423885971	3.148287237	-1.391279697	5.834570527	7.906531096	-3.941502273	3.214199543	3.265335262	1.538992971	1.861264855	6.792040467	7.534604073	-6.094729304	-1.57374531	-13.61307144	3.908984959	-1.731356978	2.0251894	6.058426499	-6.614301801	-1.080775559	5.863766074	-3.75744462	7.482053041	3.575576842	-6.889691353	-0.603970252	-0.196928512	-0.658231676	2.964745164	4.901269078	-4.305787086	6.578742862	1.092444211	-0.830663964	-2.326327115	2.434820831	0.043393951	-6.138027906	2.25510627	3.696521223	-2.239584327	2.947103083	-6.045209765	-4.577131271	1.200582013	6.978013515	2.071804851	3.9620772	-0.37980672	-7.502704263	-12.35801697	6.55470252	8.470003605	-5.89651823	2.315758616	-1.265423298	7.896332741	-3.155855238	-0.564182512	2.90394038	3.51547718	-3.447579145	4.537922144	-3.192361295	2.995591164	-3.622848392	4.631465971	-4.506296813	-0.920712724	0.730890632	6.77641809	4.548883736	-6.426030993	-8.074203134	-5.98061204	2.486973107	6.337641478	948.747545	65266.44597	121.8068537
21	-1.600299907	-2.083775905	-16.35074958	-6.751878082	-6.088547714	-0.451377073	7.327420672	-1.913853222	-0.992909527	2.343432443	2.139590245	-4.120139759	-4.140358887	4.033861842	0.623224238	3.381217973	-6.781607943	2.823381635	-2.063507641	1.823644687	1.502651858	4.344319645	7.6189368	1.473705274	-2.575788183	0.049143514	-4.85648024	-5.314024094	-3.276277304	1.212370564	-5.80672098	6.030904399	-2.249640922	-0.604432616	3.662816911	-9.245505542	3.935819736	4.412035022	-4.269853616	3.221406197	-2.108527584	7.909866829	-9.550810583	-5.542528209	3.102202767	3.162104285	-5.24967104	-17.839624	-9.560551468	-1.425773724	-1.430305594	-2.033925885	-1.630513625	3.112981449	-7.09167187	1.674181393	-0.121125521	-7.056847803	2.810284852	3.387311587	-1.721779271	2.069204787	-1.884567389	-1.398558004	-7.843136934	0.899660781	-1.847723564	1.868340838	-0.371011561	-4.237911854	-0.478810672	5.639658228	-4.497405057	-7.965173682	-5.44925951	6.758270954	-6.986742159	5.821106244	-4.537839113	-6.429593416	2.41138855	2.18495607	-0.987015435	-0.284321958	-6.435788492	-7.356171105	2.002887111	-3.114110062	5.342753198	7.370797331	14.86385584	-2.763690221	13.67277025	-0.55427189	3.99862623	-1.233892613	-4.491069855	0.295371136	-7.944699819	2.928276724	7.841767929	-5.293801792	4.775237953	2.3479042	0.144730899	-0.194480564	14.96798922	-1.202021957	-2.548455777	0.766423363	8.382679923	7.562078035	-4.663531035	-2.16061046	-5.351426279	0.406282976	4.196908663	-6.320946002	-0.913055204	-0.978129371	1119.90606	53448.19095	98.5167438
22	0.795589462	-4.391894639	-0.838264823	1.846951991	-6.373493075	9.507372379	12.41038084	-2.070498168	-1.864949167	-1.418913007	9.151592851	-1.357164234	-0.525065437	2.076747268	7.150073051	-0.520483181	3.310814798	-4.223810434	-2.771184742	-6.462665796	-4.158857167	-1.951784492	-5.049650073	-6.166104674	-8.026773334	-6.06810987	-5.605528355	4.54587996	5.293027163	-1.211395264	-0.941544548	7.157945633	-9.375667572	1.391322315	-6.545709372	0.28605938	-3.533828557	4.911551178	-5.37148118	-7.546589971	4.116840363	4.430918396	2.722347081	-5.442307591	0.767547712	-9.417007565	-2.681701183	-10.68598628	-2.888138294	-8.035504818	-2.814462781	-5.355259776	5.795450807	-1.855808049	1.331003755	2.764151394	1.712937504	-2.679151595	5.193679929	-0.228653233	-5.666475296	3.429463804	2.965277433	-5.710205436	-9.04702127	12.23506808	0.988633335	11.09861255	-2.52698034	0.426458716	2.959840894	7.019262314	2.212479562	-3.972031772	5.800004005	-2.405246049	-2.781155407	8.359205723	2.194406539	2.123854905	0.137028592	1.099721119	3.701069653	0.90436779	-4.535738528	0.60049925	2.569187582	-0.720538944	2.025844902	10.69463491	-3.315009177	4.255595207	-6.409372091	4.334482551	3.174405992	-0.073181638	1.15732871	4.500981569	-6.760411263	3.36217761	-2.506475747	3.549449444	0.023107061	-5.769821405	-6.778070331	1.341602653	-1.715052724	1.026855409	-2.647827566	1.708648205	-4.081674218	-2.047819793	1.467090994	6.415164471	3.793248236	0.835457519	-6.029007435	4.787418246	-3.531705439	2.932534218	945.5871848	65661.7282	115.7939018
23	-2.577627907	3.996201465	4.003785249	-0.445600715	-0.410146115	2.010925883	-2.432680271	1.776264047	-2.075453498	3.974458908	1.621700199	3.023871823	1.817052325	-4.872294233	-11.16666605	4.392507531	3.675505013	3.888344623	9.501009973	2.315071669	-0.672711179	4.636946113	4.985811332	-3.30042418	7.202214843	-2.861318261	4.274532147	5.496784296	3.255481706	-0.121431668	1.403031801	0.502731593	-10.46306079	-6.684719148	3.449127167	-2.853560206	2.319995341	1.088254317	-5.513565678	4.968340705	-2.844305642	-4.249917537	-4.213107086	2.12125898	3.472701537	-2.970770385	8.209818254	6.928945163	2.949964173	-3.284655256	-5.055492073	2.106644411	2.00769821	6.505259373	-2.422982239	3.31765341	-2.246255538	-9.796798561	1.302134456	0.569603861	6.429601389	-5.906128752	0.669335827	-4.822624085	-4.776128881	5.481814006	3.896314674	1.52829842	-2.216668753	1.791504749	-5.650681307	0.835078674	-3.032725201	-7.98167428	3.950812592	2.674361612	1.970894079	3.707701304	-2.177457441	1.150575404	4.883994718	-8.281669196	0.989062359	0.184950331	-0.281583617	-3.211000005	2.919148621	-3.466740625	-13.58352327	1.009762699	3.110310403	5.539655808	2.638444382	-11.37774717	-6.557406217	0.513547763	-10.07124441	-4.323946161	-1.281867033	-8.303645163	5.726145555	1.694466628	-3.257281889	-1.362286018	1.316811191	-9.119661319	-0.625869156	4.30223333	3.166255086	-7.438621017	4.307858788	-1.536523613	-2.453163538	4.640798705	2.434641298	-0.199048434	-2.702249912	-0.751097834	2.345016698	0.162083096	956.8819426	65809.92928	88.92795883
24	7.645668387	-0.963375047	-2.347844839	-0.024369922	1.756302267	-0.546945035	-8.19545567	4.871441126	-3.980980515	-6.743934155	2.712299824	6.183322072	-6.953413486	2.092769295	8.637301922	-3.242865801	-2.820386887	-2.461853325	-4.359667599	-5.121988058	-4.678152502	2.645469606	0.074546272	10.42520642	-6.101424098	0.752951205	-1.241879538	4.260741174	8.03412199	-2.463807911	1.902406067	2.465173155	3.138825595	5.103062391	7.229486704	-8.729577661	-0.405924395	-5.781754255	-2.20852524	-3.075632751	-5.367668271	9.913476706	-2.153350413	-4.328405857	10.37426591	5.005006194	-1.681336612	2.566071153	-4.808131456	8.351358771	2.593796849	3.301282525	7.788414955	-0.379350968	-2.613389492	1.716073155	0.592067353	-4.422550797	4.920172989	-0.568200424	-0.408916883	-9.930045009	2.479192764	0.0219025	-8.558670282	-4.906395078	-0.688291639	0.110791512	-1.693713367	-9.678154588	7.85010159	-1.34431228	-3.788533211	-2.815451324	-3.603740931	4.705704749	0.009851014	4.597677886	0.649066865	-6.780737638	-4.095612764	-0.71668908	-2.17830047	-0.13701397	2.041614503	-7.898409367	-0.163696893	-5.678556561	2.702077627	0.844918191	3.400861323	-4.603572786	2.626901865	-0.807453468	7.264800072	-3.649792075	-2.634561658	0.65023616	-3.331260383	-13.02263975	-0.271593593	7.934575081	-6.732970476	-6.900520325	5.282278061	-1.03232123	-2.275413126	6.579856277	-11.17656469	1.846528351	-0.972355604	-1.639768481	-3.296486735	1.584703922	3.035546839	-1.767899841	-3.878318667	1.125182062	4.760604203	7.846261263	890.7971447	69448.5801	124.7683215
25	2.851457248	10.57183931	2.643055269	-3.736723961	4.721963479	-4.513260608	1.35278394	-3.947870332	4.910145903	4.215306864	1.093759697	3.39180266	-0.902081815	-2.687261485	-3.943296666	-2.227852044	-3.277561072	4.486470487	-2.74194455	-5.058789193	-0.647377044	-1.35755243	-5.413592916	-9.979751265	0.530702333	2.759802105	-4.642114397	-4.129989654	5.800719976	-2.192850437	-4.364028305	8.204839381	-2.764899256	10.45412257	-6.605401211	-2.231425058	-4.077518876	-0.84823726	2.878027621	9.606534876	-0.590835086	3.404109888	0.917329201	-0.588837603	4.763819424	-9.617397887	-4.133233309	-0.398700876	-3.786908651	6.437218696	4.368716087	-9.520124419	1.971445264	4.037510133	2.288973066	6.839181686	-7.029904073	5.669902732	5.328144362	0.178208632	-0.34158907	-2.246693118	-2.049180173	-6.018948312	-7.260522966	-0.724795213	0.690619404	-8.949024899	12.97694182	3.843052679	0.558907086	4.789227907	-2.180117995	10.04501196	-6.361949316	-2.10155222	-2.493532486	-1.747935808	-0.339790705	-5.561862894	0.636021775	-3.819090687	12.00192006	3.747079432	2.995803927	-0.938827268	3.907128985	1.456130813	9.113634574	9.874583788	-4.227568178	7.374497195	-1.926497626	-3.136206714	6.542772728	2.322510898	3.474367208	1.361181651	-13.91383661	1.505692499	-4.973876526	11.1744429	5.446164164	0.491367611	-0.655916273	-4.747764509	0.410909905	-0.194585769	-4.034976988	1.29953263	-6.768344548	4.632597564	-2.691667262	-8.041188057	-2.672834952	-0.799707688	-6.762207756	-3.908541201	-5.461225581	0.051115555	888.5284936	68956.01007	163.2366284
26	-7.690947056	7.050617337	-3.879113495	0.135592353	-4.154077172	-2.085761428	0.367473774	7.418065071	5.84251523	-0.193189122	3.074656129	2.049830705	-7.126557231	-5.1759547	-0.587949343	-6.460300684	-3.417114019	4.352256954	1.604693383	-1.979847848	7.751287818	6.001374125	5.106416941	-0.186817292	-3.627841175	1.093062684	1.814330071	1.780394614	4.439197779	2.80364275	1.68871671	1.277350038	2.574133277	5.37409842	-7.44427681	1.50603056	-3.11516881	5.248963237	-2.496282309	2.178958654	10.41868329	2.990214527	0.358293131	6.170708537	3.513474166	-8.929032087	-2.02904582	-3.413910568	-3.481796384	3.265273273	-0.698207766	-5.234348178	4.06747371	-0.867427289	1.542273909	3.431578577	-1.209424213	5.233156085	-3.381206393	-5.01401782	2.278948724	-5.516620278	10.10836601	-0.955098346	-0.168058556	8.37677002	1.60462752	6.915967464	-2.323878855	-0.09405273	-4.234039485	0.269577708	-1.158801988	-0.93148008	8.286160231	-1.592072994	-5.461767912	-18.20519805	1.458866596	14.43238497	-15.24533749	7.590740919	-4.975991547	1.419792622	-5.884460211	-3.453143835	-12.87532568	1.26192078	-1.769114435	-5.023170114	-5.667557716	4.301862121	1.981677264	-8.115625381	-1.211291328	3.855927289	1.712627113	9.456207156	0.018805929	8.038867116	-3.160151839	1.840105206	4.510605037	3.21698606	-1.668787897	3.037257493	-1.825165153	8.893419504	2.470784187	0.206713807	13.94548297	3.348622024	1.638384461	2.040161043	-0.452336483	2.3269476	-2.421224862	-9.085209966	-4.875818193	-4.999266267	907.2874003	67826.96711	126.6662524
